NUMBER,OP,TYPE,NAME,VOLT,PHASE,MUST,UF,SS,CYCLE,SOURCE
 1784,L, ,VPEDR2-RJ000, 966,-43.,     , 16, 2,2023,ONS
 1785,L, ,VPEDRA-RJ013, 966,-43.,     , 16, 2,2023,ONS
 1786,L, ,MALEGRE--GER, 966,-43.,     , 16, 2,2023,ONS
 1787,L, ,POSSE----GER, 966,-43.,     , 16, 2,2023,ONS
 1788,L, ,MICHEL-RJ138,1032,-30.,     , 16, 2,2023,ONS
 1789,L,1,CRUZA-PCH069,1018,-53.,  4.4, 16, 2,2023,ONS
 1790,L, ,ARSEN2-RJ138, 982,-49.,     , 16, 2,2023,ONS
 1791,L,1,PIRAP-PCH069,1015,-54.,  8.3, 16, 2,2023,ONS
 1792,L, ,TECAB--RJ138,1003,-46.,     , 16, 2,2023,ONS
 1793,L, ,IMBOAS-RJ138,1004,-46.,     , 16, 2,2023,ONS
 1794,L, ,COMPER-RJ138,1025,-44.,     , 16, 2,2023,ONS
 1796,L, ,COMTAP-RJ138,1025,-44.,     , 16, 2,2023,ONS
 1797,L, ,NUCLEI-RJ138,1034,-30.,     , 16, 2,2023,ONS
 1798,L, ,COLET-PCH069,1022,-43.,     , 16, 2,2023,ONS
 1800,L, ,CGALMO-MS013,1000,-27.,     ,  9, 2,2023,ONS
 1801,L, ,CGINDU-MS013,1000,-26.,     ,  9, 2,2023,ONS
 1802,L, ,CGLAGE-MS013,1000,-25.,     ,  9, 2,2023,ONS
 1803,L, ,AQUIDA-MS069,1016,-30.,     ,  9, 2,2023,ONS
 1804,L, ,CGSCAF-MS013,1000,-24.,     ,  9, 2,2023,ONS
 1805,L, ,CGJABR-MS013,1000,-29.,     ,  9, 2,2023,ONS
 1806,L, ,AQUIDA-MS013,1000,-36.,     ,  9, 2,2023,ONS
 1807,L, ,ACLARA-MS013,1000,-14.,     ,  9, 2,2023,ONS
 1808,L, ,AMAMBA-MS013,1000,-34.,     ,  9, 2,2023,ONS
 1809,L, ,COXIM--MS013,1000,-30.,     ,  9, 2,2023,ONS
 1810,L, ,ATABOA-MS013,1000,-17.,     ,  9, 2,2023,ONS
 1811,L, ,PARANA-MS013,1000,-17.,     ,  9, 2,2023,ONS
 1812,L, ,CASSIL-MS013,1000,-9.6,     ,  9, 2,2023,ONS
 1813,L, ,CHAPAD-MS034, 992,-4.6,     ,  9, 2,2023,ONS
 1814,L, ,CGCENT-MS013,1000,-27.,     ,  9, 2,2023,ONS
 1815,L, ,CGMCOU-MS013,1000,-27.,     ,  9, 2,2023,ONS
 1816,L, ,CGCUIA-MS013,1000,-28.,     ,  9, 2,2023,ONS
 1818,L, ,CORUMB-MS013,1000,-35.,     ,  9, 2,2023,ONS
 1819,L, ,AMIRAN-MS069, 988,-35.,     ,  9, 2,2023,ONS
 1820,L, ,DOUMAX-MS013,1000,-30.,     ,  9, 2,2023,ONS
 1821,L, ,DOUNAC-MS013,1000,-29.,     ,  9, 2,2023,ONS
 1822,L, ,CRUZAL-MS013,1000,-27.,     ,  9, 2,2023,ONS
 1823,L, ,IGUATE-MS138, 997,-20.,     ,  9, 2,2023,ONS
 1824,L, ,ELDORA-MS013,1000,-21.,     ,  9, 2,2023,ONS
 1825,L, ,DOUNAC-MS069,1023,-26.,     ,  9, 2,2023,ONS
 1826,L, ,DOUALV-MS013,1000,-32.,     ,  9, 2,2023,ONS
 1827,L, ,ELDORA-MS034, 993,-23.,     ,  9, 2,2023,ONS
 1828,L, ,JARDIM-MS013,1000,-43.,     ,  9, 2,2023,ONS
 1829,L, ,MARACA-MS013,1000,-34.,     ,  9, 2,2023,ONS
 1830,L, ,MIRAND-MS013,1000,-34.,     ,  9, 2,2023,ONS
 1831,L, ,NANDRA-MS013,1000,-18.,     ,  9, 2,2023,ONS
 1833,L, ,RVERDE-MS013,1000,-26.,     ,  9, 2,2023,ONS
 1834,L, ,SGABRI-MS013,1000,-24.,     ,  9, 2,2023,ONS
 1835,L, ,IVINHE-MS069,1030,-17.,     ,  9, 2,2023,ONS
 1836,L, ,IVINHE-MS000,1029,-18.,     ,  9, 2,2023,ONS
 1837,L, ,IVINHE-MS013,1029,-18.,     ,  9, 2,2023,ONS
 1838,L, ,POVIDE-MS069,1002,-29.,     ,  9, 2,2023,ONS
 1839,L, ,SANESU-MS069,1016,-27.,     ,  9, 2,2023,ONS
 1840,L, ,RBRILH-MS034, 998,-29.,     ,  9, 2,2023,ONS
 1841,L, ,NAMERI-MS069,1001,-27.,     ,  9, 2,2023,ONS
 1842,L, ,FATIMA-MS069, 982,-28.,     ,  9, 2,2023,ONS
 1843,L, ,CAMAPU-MS138,1007,-16.,     ,  9, 2,2023,ONS
 1844,L, ,DEODAP-MS069, 983,-19.,     ,  9, 2,2023,ONS
 1845,L, ,GLODOU-MS069, 975,-20.,     ,  9, 2,2023,ONS
 1846,L, ,CAARAP-MS069,1000,-29.,     ,  9, 2,2023,ONS
 1847,L, ,NAVIRA-MS138, 969,-23.,     ,  9, 2,2023,ONS
 1848,L, ,NAVIRA-MS013,1000,-32.,     ,  9, 2,2023,ONS
 1849,L, ,MIMOSO-MS034,1002,-18.,     ,  9, 2,2023,ONS
 1850,L, ,BONITO-MS069, 958,-41.,     ,  9, 2,2023,ONS
 1851,L, ,PTPORA-MS013,1000,-35.,     ,  9, 2,2023,ONS
 1852,L, ,SGABRI-MS034, 985,-21.,     ,  9, 2,2023,ONS
 1853,L, ,SELVIR-MS138, 998,-10.,     ,  9, 2,2023,ONS
 1854,L, ,ATABOA-MS138, 979,-13.,     ,  9, 2,2023,ONS
 1855,L, ,PARANA-MS138, 973,-14.,     ,  9, 2,2023,ONS
 1856,L, ,CASSIL-MS138, 966,-6.2,     ,  9, 2,2023,ONS
 1857,L, ,CHAPAD-MS138, 997,-4.3,     ,  9, 2,2023,ONS
 1858,L, ,CRICA--MS138,1001,-3.9,     ,  9, 2,2023,ONS
 1859,L,1,PARAISPCH013,1012,-6.4,  19.,  9, 2,2023,ONS
 1860,L, ,CRICA--MS034, 994,-3.1,     ,  9, 2,2023,ONS
 1861,L, ,SIDROL-MS013,1000,-27.,     ,  9, 2,2023,ONS
 1862,L, ,SIDROL-MS034,1008,-27.,     ,  9, 2,2023,ONS
 1863,L,1,BURIT1PCH013,1019,-5.2,  25.,  9, 2,2023,ONS
 1864,L, ,SDOMIN-MS138, 997, -8.,     ,  9, 2,2023,ONS
 1865,L,1,RVELHOPCH013,1009,-2.2,  15.,  9, 2,2023,ONS
 1866,L,1,SDOMINUHE002,1002,-2.7,  46.,  9, 2,2023,ONS
 1867,L,1,ASUCURPCH013,1019,-5.3,  25.,  9, 2,2023,ONS
 1869,L,1,ANGELIBIO013, 994,-15.,   0.,  9, 2,2023,ONS
 1870,L,1,PTOPEDPCH013,1027,-4.5,  25.,  9, 2,2023,ONS
 1871,L,1,PLANALPCH013,1006,-2.7,  15.,  9, 2,2023,ONS
 1872,L, ,SFERNA-MS138,1018,-24.,     ,  9, 2,2023,ONS
 1873,L,1,CAARAPBIO013,1018,-24.,   0.,  9, 2,2023,ONS
 1874,L,1,VALEGRBIO013, 984,-34.,   0.,  9, 2,2023,ONS
 1875,L,1,SFERNABIO013,1018,-24.,   0.,  9, 2,2023,ONS
 1876,L, ,MVERDE-MS138,1018,-24.,     ,  9, 2,2023,ONS
 1878,L, ,LDCRBR-MS138,1003,-27.,     ,  9, 2,2023,ONS
 1879,L,1,MVERDEBIO013,1018,-24.,   0.,  9, 2,2023,ONS
 1880,L, ,PTPORA-MS138, 971,-29.,     ,  9, 2,2023,ONS
 1881,L, ,CCCORR-MS138, 995,-30.,     ,  9, 2,2023,ONS
 1882,L, ,RBRILH-MS138,1003,-27.,     ,  9, 2,2023,ONS
 1883,L, ,COXIM--MS138,1010,-25.,     ,  9, 2,2023,ONS
 1884,L, ,AMAMBA-MS138, 977,-29.,     ,  9, 2,2023,ONS
 1886,L, ,CAARAP-MS138, 996,-27.,     ,  9, 2,2023,ONS
 1887,L, ,CRUZAL-MS138,1012,-26.,     ,  9, 2,2023,ONS
 1888,L,1,LDCBRIBIO013,1003,-27.,   0.,  9, 2,2023,ONS
 1889,L, ,IMBIRUCER230, 990,-20.,     ,  9, 2,2023,ONS
 1890,L, ,CGIMBI-MS138,1005,-22.,     ,  9, 2,2023,ONS
 1891,L, ,CGINDU-MS138, 997,-22.,     ,  9, 2,2023,ONS
 1892,L, ,CGJABR-MS138, 994,-22.,     ,  9, 2,2023,ONS
 1893,L, ,RIOVER-MS138,1010,-24.,     ,  9, 2,2023,ONS
 1894,L, ,UCAARA-MS138,1018,-24.,     ,  9, 2,2023,ONS
 1895,L, ,PMURTI-MS138, 976,-43.,     ,  9, 2,2023,ONS
 1896,L, ,ACARAC-MS138, 975,-42.,     ,  9, 2,2023,ONS
 1897,L,1,PALTA-PCH013,1022,-18.,  10.,  9, 2,2023,ONS
 1902,L, ,CARDOS-SP069,1016,-17.,     , 20, 2,2023,ONS
 1903,L, ,3LA-1Y-SP138, 998,-8.2,     , 20, 2,2023,ONS
 1904,L, ,CARDOS-SP138, 998,-16.,     , 20, 2,2023,ONS
 1905,L, ,ANC-1Y-SP138,1002,-8.4,     , 20, 2,2023,ONS
 1907,L, ,CAS-1Y-SP138,1001,-8.5,     , 20, 2,2023,ONS
 1912,L, ,ELDORA-SP138,1005,-8.3,     , 20, 2,2023,ONS
 1914,L, ,SEL-1Y-SP138,1000,-10.,     , 20, 2,2023,ONS
 1916,L, ,CAR-1Y-SP069,1005,-17.,     , 20, 2,2023,ONS
 1923,L, ,BOR-1Y-SP138, 983,-26.,     , 20, 2,2023,ONS
 1924,L, ,ACA-1Y-SP069, 995,-17.,     , 20, 2,2023,ONS
 1927,L, ,VOTUP--SP069, 995,-17.,     , 20, 2,2023,ONS
 1928,L, ,JALES--SP069,1035,-17.,     , 20, 2,2023,ONS
 1929,L, ,REGIST-SP069,1024,-50.,     , 20, 2,2023,ONS
 1930,L, ,ITARAR-SP069,1013,-39.,     , 20, 2,2023,ONS
 1935,L, ,ITARA2-SP069,1017,-39.,     , 20, 2,2023,ONS
 1938,L, ,SEL-2Y-SP138, 998,-10.,     , 20, 2,2023,ONS
 1940,L, ,3LA-2Y-SP138,1009,-7.3,     , 20, 2,2023,ONS
 1944,L, ,CAS-2Y-SP138,1001,-8.5,     , 20, 2,2023,ONS
 1945,L, ,ANC-2Y-SP138,1001,-8.5,     , 20, 2,2023,ONS
 1952,L, ,DRACEN-SP069,1024,-20.,     , 20, 2,2023,ONS
 1957,L, ,JAG-1Y-SP138, 992,-35.,     , 20, 2,2023,ONS
 1968,L, ,JAG--Y-SP138, 990,-34.,     , 20, 2,2023,ONS
 1987,L, ,FERRAR-SP138, 988,-30.,     , 20, 2,2023,ONS
 1991,L, ,COCAL2-SP138,1004,-16.,     , 20, 2,2023,ONS
 2018,L, ,UBATU1-SP138, 986,-43.,     , 20, 2,2023,ONS
 2031,L,1,OURIN-UHE000,1026,-25.,  21., 20, 2,2023,ONS
 2034,L, ,ZANC-Y-SP138, 999,-44.,     , 20, 2,2023,ONS
 2035,L, ,CERQU3-SP230,1028,-39.,     , 20, 2,2023,ONS
 2037,L, ,CERQU3-SP138,1011,-43.,     , 20, 2,2023,ONS
 2038,L, ,S.LUIZ-SP138, 988,-30.,     , 20, 2,2023,ONS
 2039,L, ,BALDIN-SP138, 987,-31.,     , 20, 2,2023,ONS
 2040,L, ,BOTUCA-SP088,1029,-40.,     , 20, 2,2023,ONS
 2046,L, ,OUR1-Y-SP088,1012,-29.,     , 20, 2,2023,ONS
 2048,L, ,PALM-Y-SP088, 998,-23.,     , 20, 2,2023,ONS
 2050,L,1,BUGRESPCH006,1004,-37.,  3.3, 18, 1,2023,ONS
 2051,L,1,CANASTPCH013,1000,-36.,  37., 18, 1,2023,ONS
 2053,L, ,SJERO--RS069, 990,-45.,     , 18, 1,2023,ONS
 2055,L, ,SAPATR-RS138, 992,-41.,     , 18, 1,2023,ONS
 2056,L, ,POSORI-RS138, 990,-40.,     , 18, 1,2023,ONS
 2058,L, ,BUGRES-RS069, 998,-38.,     , 18, 1,2023,ONS
 2059,L, ,POSTAP-RS138,1011,-37.,     , 18, 1,2023,ONS
 2060,L, ,CANA-B-RS000, 997,-40.,     , 18, 1,2023,ONS
 2061,L, ,CRUZAL-RS138, 992,-36.,     , 18, 1,2023,ONS
 2062,L, ,CANA-A-RS000, 998,-38.,     , 18, 1,2023,ONS
 2063,L, ,CANAST-RS069, 998,-38.,     , 18, 1,2023,ONS
 2064,L, ,CANAST-RS138, 997,-40.,     , 18, 1,2023,ONS
 2065,L, ,CANAS2-RS138, 997,-40.,     , 18, 1,2023,ONS
 2067,L, ,CACHOE-RS069,1004,-43.,     , 18, 1,2023,ONS
 2068,L, ,CACHOE-RS138, 999,-37.,     , 18, 1,2023,ONS
 2069,L, ,EREXIM-RS138, 997,-26.,     , 18, 1,2023,ONS
 2070,L, ,PELOT1-RS138,1003,-37.,     , 18, 1,2023,ONS
 2071,L, ,PELOT2-RS138,1010,-38.,     , 18, 1,2023,ONS
 2072,L, ,JAGUAR-RS138, 961,-43.,     , 18, 1,2023,ONS
 2073,L, ,ARROGR-RS138, 974,-42.,     , 18, 1,2023,ONS
 2074,L, ,PELOT4-RS138,1016,-38.,     , 18, 1,2023,ONS
 2076,L, ,PORTAO-RS138,1002,-42.,     , 18, 1,2023,ONS
 2077,L, ,PPETRO-RS069,1014,-40.,     , 18, 1,2023,ONS
 2078,L, ,MISSOE-RS230,1015,-30.,     , 18, 1,2023,ONS
 2079,L, ,MISSOE-RS069, 982,-29.,     , 18, 1,2023,ONS
 2080,L, ,LIVRAME3-230,1014,-42.,     , 18, 1,2023,ONS
 2081,L, ,LAJEA2-RS069,1027,-41.,     , 18, 1,2023,ONS
 2082,L, ,CIAGRA-RS230,1004,-37.,     , 18, 1,2023,ONS
 2083,L, ,LAJEA2-RS013,1000,-45.,     , 18, 1,2023,ONS
 2084,L, ,PEPSI--RS138,1014,-40.,     , 18, 1,2023,ONS
 2087,L, ,SMARI3-RS069,1005,-40.,     , 18, 1,2023,ONS
 2088,L, ,SCRUZ1-RS069,1002,-42.,     , 18, 1,2023,ONS
 2089,L, ,SCHARL-RS013,1020,-41.,     , 18, 1,2023,ONS
 2090,L, ,SCHARL-RS138,1018,-41.,     , 18, 1,2023,ONS
 2091,L, ,SCHARL-RS069, 993,-41.,     , 18, 1,2023,ONS
 2092,L, ,PAROBE-RS138,1004,-40.,     , 18, 1,2023,ONS
 2093,L, ,SCHTAP-RS000,1020,-41.,     , 18, 1,2023,ONS
 2094,L, ,TAQUAR-RS138,1007,-40.,     , 18, 1,2023,ONS
 2095,L, ,PFUNDO-RS023,1000,-24.,     , 18, 1,2023,ONS
 2096,L, ,VIPAL--RS230, 998,-31.,     , 18, 1,2023,ONS
 2099,L, ,ZOOLOG-RS138,1015,-40.,     , 18, 1,2023,ONS
 2100,L,1,BVIST-BIO138, 985,-30.,  5.9, 20, 2,2023,ONS
 2101,L,1,GAVIA-BIO069,1006,-27.,  4.1, 20, 2,2023,ONS
 2102,L,1,AMERI-BIO069, 995,-35.,  3.2, 20, 2,2023,ONS
 2103,L,1,PINHA-BIO138,1005,-33.,  6.6, 20, 2,2023,ONS
 2104,L,1,SOUZA-BIO069,1005,-35.,  7.4, 20, 2,2023,ONS
 2105,L,1,DOURA-BIO069,1002,-20.,  9.7, 20, 2,2023,ONS
 2106,L, ,AMER.B-SP138,1008,-24.,     , 20, 2,2023,ONS
 2107,L, ,AR+CT-BIO138,1014,-23.,  1.4, 20, 2,2023,ONS
 2108,L, ,TARUMA-SP138, 987,-26.,     , 20, 2,2023,ONS
 2110,L, ,BBO+US-SP138, 991,-33.,     , 20, 2,2023,ONS
 2111,L, ,BESPER-SP069, 979,-28.,     , 20, 2,2023,ONS
 2112,L, ,BOCAIN-SP069, 987,-32.,     , 20, 2,2023,ONS
 2113,L,1,BNOVA-BIO138, 990,-33.,   .4, 20, 2,2023,ONS
 2114,L, ,CANAVI-SP069, 987,-33.,     , 20, 2,2023,ONS
 2115,L, ,CITROS-SP138, 993,-24.,     , 20, 2,2023,ONS
 2116,L, ,C.RICO-SP069,1007,-25.,     , 20, 2,2023,ONS
 2117,L, ,DOBRAD-SP138, 994,-24.,     , 20, 2,2023,ONS
 2118,L, ,JA+YAJ-SP138, 970,-32.,     , 20, 2,2023,ONS
 2119,L, ,FERSAL-SP138,1005,-25.,     , 20, 2,2023,ONS
 2120,L, ,GP+YFS-SP138, 997,-24.,     , 20, 2,2023,ONS
 2121,L, ,VOLKS1-SP138, 985,-30.,     , 20, 2,2023,ONS
 2122,L, ,ES+YCC-SP138,1005,-32.,     , 20, 2,2023,ONS
 2123,L, ,IG.TIE-SP069,1006,-35.,     , 20, 2,2023,ONS
 2124,L, ,JABOTI-SP138, 997,-23.,     , 20, 2,2023,ONS
 2125,L, ,JA+ANT-SP138, 971,-32.,     , 20, 2,2023,ONS
 2126,L, ,JA+LAM-SP069,1001,-34.,     , 20, 2,2023,ONS
 2127,L, ,PRADOS-SP138, 989,-34.,     , 20, 2,2023,ONS
 2128,L, ,LA+ESP-SP138, 998,-23.,     , 20, 2,2023,ONS
 2129,L, ,LA+TQT-SP069,1019,-24.,     , 20, 2,2023,ONS
 2130,L, ,PIRANG-SP138,1003,-20.,     , 20, 2,2023,ONS
 2131,L, ,PIRANG-SP069,1032,-23.,     , 20, 2,2023,ONS
 2132,L, ,PA+LUP-SP138,1019,-23.,     , 20, 2,2023,ONS
 2133,L, ,PA+TEC-SP138, 980,-31.,     , 20, 2,2023,ONS
 2134,L, ,TIEREP-SP138, 994,-32.,     , 20, 2,2023,ONS
 2135,L, ,PROGRE-SP138, 993,-24.,     , 20, 2,2023,ONS
 2136,L, ,RINCAO-SP138,1011,-24.,     , 20, 2,2023,ONS
 2137,L,1,YSM+SDBIO138, 997,-24.,   0., 20, 2,2023,ONS
 2138,L, ,S.DELI-SP069, 962,-25.,     , 20, 2,2023,ONS
 2139,L, ,COLONI-SP138,1004,-29.,     , 20, 2,2023,ONS
 2140,L, ,TVA+AT-SP138,1002,-21.,     , 20, 2,2023,ONS
 2141,L, ,TRI-1Y-SP138, 995,-16.,     , 20, 2,2023,ONS
 2142,L, ,UIRAPU-SP138,1012,-23.,     , 20, 2,2023,ONS
 2143,L, ,TROPIC-SP138,1018,-21.,     , 20, 2,2023,ONS
 2145,L, ,CILLOS-SP138,1003,-33.,     , 20, 2,2023,ONS
 2146,L, ,AGUDOS-SP138,1005,-27.,     , 20, 2,2023,ONS
 2147,L, ,BAUR---SP138,1032,-26.,     , 20, 2,2023,ONS
 2148,L, ,BAURU--SP069,1006,-26.,     , 20, 2,2023,ONS
 2149,L, ,ESTORI-SP138,1009,-27.,     , 20, 2,2023,ONS
 2150,L,1,BOTUC-BIO138,1010,-38.,  1.4, 20, 2,2023,ONS
 2151,L, ,CA+REG-SP069, 963,-28.,     , 20, 2,2023,ONS
 2152,L, ,CAMBAR-SP069,1062,-25.,     , 20, 2,2023,ONS
 2153,L, ,DUARTI-SP138, 998,-27.,     , 20, 2,2023,ONS
 2154,L, ,DTX+EU-SP138,1009,-38.,     , 20, 2,2023,ONS
 2155,L, ,GETULI-SP069,1061,-25.,     , 20, 2,2023,ONS
 2156,L, ,IPAPER-SP138,1006,-24.,     , 20, 2,2023,ONS
 2157,L, ,GUARAN-SP069, 940,-29.,     , 20, 2,2023,ONS
 2158,L, ,MONTEA-SP069,1017,-24.,     , 20, 2,2023,ONS
 2159,L, ,HIPODR-SP138,1008,-27.,     , 20, 2,2023,ONS
 2160,L, ,ITAMBE-SP138, 977,-27.,     , 20, 2,2023,ONS
 2161,L, ,LENCOI-SP138, 944,-30.,     , 20, 2,2023,ONS
 2162,L, ,LI+YBT-SP138,1017,-21.,     , 20, 2,2023,ONS
 2163,L, ,LINS---SP069,1071,-25.,     , 20, 2,2023,ONS
 2164,L, ,YB+YMA-SP138, 999,-34.,     , 20, 2,2023,ONS
 2165,L,1,MACAT-BIO069, 992,-35.,   .7, 20, 2,2023,ONS
 2166,L, ,MA+P+YBIO138, 982,-26.,     , 20, 2,2023,ONS
 2167,L, ,P.ALVE-SP069, 901,-31.,     , 20, 2,2023,ONS
 2168,L, ,PEDERN-SP069, 988,-34.,     , 20, 2,2023,ONS
 2169,L, ,PIRAJU-SP069, 909,-30.,     , 20, 2,2023,ONS
 2170,L, ,AIRLIQ-SP138, 997,-32.,     , 20, 2,2023,ONS
 2171,L, ,PROMIS-SP069,1013,-20.,     , 20, 2,2023,ONS
 2172,L, ,S.MANU-SP138,1001,-39.,     , 20, 2,2023,ONS
 2173,L, ,VETROT-SP138, 993,-34.,     , 20, 2,2023,ONS
 2174,L, ,TR.BRA-SP138,1013,-27.,     , 20, 2,2023,ONS
 2175,L, ,T.LENC-SP069, 999,-35.,     , 20, 2,2023,ONS
 2177,L, ,VITORI-SP138, 986,-28.,     , 20, 2,2023,ONS
 2178,L, ,ZILLO--SP138,1003,-39.,     , 20, 2,2023,ONS
 2179,L, ,BARREI-SP138, 989,-35.,     , 20, 2,2023,ONS
 2180,L, ,FOR+HO-SP138,1001,-33.,     , 20, 2,2023,ONS
 2181,L, ,FAZVEL-SP138,1002,-33.,     , 20, 2,2023,ONS
 2182,L, ,QAMPAR-SP138, 996,-36.,     , 20, 2,2023,ONS
 2183,L, ,BANDEI-SP138, 988,-31.,     , 20, 2,2023,ONS
 2184,L, ,BGE+MD-SP138,1006,-32.,     , 20, 2,2023,ONS
 2185,L, ,BAR+RO-SP138,1006,-31.,     , 20, 2,2023,ONS
 2186,L, ,B.RIO--SP069,1010,-33.,     , 20, 2,2023,ONS
 2187,L, ,BVI+BC-SP138, 994,-34.,     , 20, 2,2023,ONS
 2188,L, ,CAMPI--SP138,1005,-31.,     , 20, 2,2023,ONS
 2189,L, ,C.VERD-SP138,1002,-33.,     , 20, 2,2023,ONS
 2190,L,1,CAPIV-BIO138, 990,-35.,   0., 20, 2,2023,ONS
 2191,L, ,CARIOB-SP138,1004,-33.,     , 20, 2,2023,ONS
 2192,L, ,CARIOB-SP069,1008,-33.,     , 20, 2,2023,ONS
 2193,L, ,CATERP-SP138,1002,-29.,     , 20, 2,2023,ONS
 2194,L, ,CHAPAD-SP138, 995,-34.,     , 20, 2,2023,ONS
 2195,L, ,CHARQU-SP138, 996,-30.,     , 20, 2,2023,ONS
 2196,L, ,C.JARD-SP138, 995,-34.,     , 20, 2,2023,ONS
 2197,L, ,COBRAS-SP138,1001,-34.,     , 20, 2,2023,ONS
 2198,L, ,CO+YE-BIO138, 994,-33.,     , 20, 2,2023,ONS
 2199,L, ,CPINTO-SP138, 996,-30.,     , 20, 2,2023,ONS
 2200,L, ,CRUZEI-SP138,1009,-29.,     , 20, 2,2023,ONS
 2201,L, ,BELGOM-SP138,1003,-29.,     , 20, 2,2023,ONS
 2202,L, ,ELETRO-SP138,1002,-33.,     , 20, 2,2023,ONS
 2203,L, ,FI+FID-SP138,1004,-33.,     , 20, 2,2023,ONS
 2204,L, ,FIGUEI-SP069, 989,-37.,     , 20, 2,2023,ONS
 2205,L, ,GEVISA-SP138, 999,-34.,     , 20, 2,2023,ONS
 2206,L, ,N.VENE-SP138, 994,-34.,     , 20, 2,2023,ONS
 2207,L, ,YG+YWH-SP138,1001,-33.,     , 20, 2,2023,ONS
 2208,L, ,IPE----SP138, 996,-33.,     , 20, 2,2023,ONS
 2209,L, ,VOTORA-SP138,1002,-29.,     , 20, 2,2023,ONS
 2210,L, ,PIREL2-SP138,1002,-33.,     , 20, 2,2023,ONS
 2211,L, ,ITATIB-SP069, 978,-36.,     , 20, 2,2023,ONS
 2212,L, ,JARDIM-SP138,1004,-32.,     , 20, 2,2023,ONS
 2213,L, ,LINDOI-SP138, 985,-35.,     , 20, 2,2023,ONS
 2214,L, ,CHRYSL-SP138, 991,-31.,     , 20, 2,2023,ONS
 2215,L, ,MONTEM-SP138,1007,-33.,     , 20, 2,2023,ONS
 2216,L, ,M.AZUL-SP138, 998,-34.,     , 20, 2,2023,ONS
 2217,L, ,MORUMB-SP138,1003,-31.,     , 20, 2,2023,ONS
 2218,L, ,NA+CJB-SP138, 996,-30.,     , 20, 2,2023,ONS
 2219,L, ,N.APA2-SP138,1003,-34.,     , 20, 2,2023,ONS
 2220,L, ,PA+AME-SP138, 999,-33.,     , 20, 2,2023,ONS
 2221,L, ,NOTRED-SP138,1012,-29.,     , 20, 2,2023,ONS
 2222,L, ,PAINEI-SP138,1006,-31.,     , 20, 2,2023,ONS
 2223,L, ,PA+YPK-SP138, 989,-32.,     , 20, 2,2023,ONS
 2224,L, ,PIRACB-SP138,1000,-30.,  1.6, 20, 2,2023,ONS
 2225,L, ,PIRACB-SP069,1014,-33.,     , 20, 2,2023,ONS
 2226,L, ,PIRELI-SP138, 986,-32.,     , 20, 2,2023,ONS
 2227,L, ,PIRMIR-SP138, 978,-34.,     , 20, 2,2023,ONS
 2228,L, ,YP+YTA-SP138,1002,-33.,     , 20, 2,2023,ONS
 2229,L, ,QUILOM-SP138,1000,-34.,     , 20, 2,2023,ONS
 2230,L, ,INVIST-SP138, 994,-32.,     , 20, 2,2023,ONS
 2231,L, ,RHODIA-SP138, 996,-32.,     , 20, 2,2023,ONS
 2232,L, ,R.PEDR-SP138, 989,-35.,     , 20, 2,2023,ONS
 2233,L, ,SACI---SP138,1001,-30.,     , 20, 2,2023,ONS
 2234,L, ,SALTIN-SP138, 991,-35.,     , 20, 2,2023,ONS
 2235,L, ,S.BARB-SP069, 974,-34.,     , 20, 2,2023,ONS
 2236,L, ,PAT+ME-SP138,1008,-24.,     , 20, 2,2023,ONS
 2237,L, ,SPEDRO-SP138, 996,-29.,     , 20, 2,2023,ONS
 2238,L, ,SNEGRA-SP138, 977,-35.,     , 20, 2,2023,ONS
 2239,L,1,SOCOR-BIO138, 984,-35.,   .8, 20, 2,2023,ONS
 2240,L, ,SUMAR--SP138, 992,-34.,     , 20, 2,2023,ONS
 2241,L, ,TANQUI-SP138,1013,-31.,     , 20, 2,2023,ONS
 2242,L, ,TANQUI-SP069,1020,-35.,     , 20, 2,2023,ONS
 2243,L, ,TAQURL-SP138,1005,-32.,     , 20, 2,2023,ONS
 2244,L, ,REP+YW-SP138, 992,-32.,     , 20, 2,2023,ONS
 2245,L, ,TOYOBO-SP138,1003,-33.,     , 20, 2,2023,ONS
 2246,L, ,3PONTA-SP138, 973,-36.,     , 20, 2,2023,ONS
 2247,L, ,TREVO--SP138, 998,-34.,     , 20, 2,2023,ONS
 2248,L, ,TREVO--SP069,1009,-35.,     , 20, 2,2023,ONS
 2249,L, ,UNILES-SP138, 983,-34.,     , 20, 2,2023,ONS
 2250,L, ,VA+GES-SP138,1015,-28.,     , 20, 2,2023,ONS
 2251,L, ,VIRACO-SP138, 992,-31.,     , 20, 2,2023,ONS
 2252,L, ,FICAP--SP138,1003,-33.,     , 20, 2,2023,ONS
 2253,L, ,3M-----SP069, 983,-36.,     , 20, 2,2023,ONS
 2254,L,1,ALTIN-BIO069, 969,-21.,  4.6, 20, 2,2023,ONS
 2255,L, ,ANH+MA-SP138,1002,-18.,     , 20, 2,2023,ONS
 2256,L,1,BARRI-BIO138, 997,-24.,   0., 20, 2,2023,ONS
 2257,L, ,BATATA-SP138, 986,-23.,     , 20, 2,2023,ONS
 2258,L, ,BONFIM-SP069, 969,-27.,     , 20, 2,2023,ONS
 2259,L, ,ALTINO-SP069, 991,-22.,     , 20, 2,2023,ONS
 2260,L, ,BRODOS-SP138, 990,-24.,     , 20, 2,2023,ONS
 2261,L, ,CATU---SP138, 972,-17.,     , 20, 2,2023,ONS
